roi_index,roi_label,raw_score,prior_score
1,Precentral_L,0.05,0.052631578947368425
2,Precentral_R,0.05,0.052631578947368425
3,Frontal_Sup_L,0.95,1.0
4,Frontal_Sup_R,0.92,0.9684210526315791
5,Frontal_Sup_Orb_L,0.1,0.10526315789473685
6,Frontal_Sup_Orb_R,0.1,0.10526315789473685
7,Frontal_Mid_L,0.9,0.9473684210526316
8,Frontal_Mid_R,0.88,0.9263157894736842
9,Frontal_Mid_Orb_L,0.1,0.10526315789473685
10,Frontal_Mid_Orb_R,0.1,0.10526315789473685
11,Frontal_Inf_Oper_L,0.52,0.5473684210526316
12,Frontal_Inf_Oper_R,0.5,0.5263157894736842
13,Frontal_Inf_Tri_L,0.32,0.33684210526315794
14,Frontal_Inf_Tri_R,0.3,0.3157894736842105
15,Frontal_Inf_Orb_L,0.1,0.10526315789473685
16,Frontal_Inf_Orb_R,0.1,0.10526315789473685
17,Rolandic_Oper_L,0.05,0.052631578947368425
18,Rolandic_Oper_R,0.05,0.052631578947368425
19,Supp_Motor_Area_L,0.38,0.4
20,Supp_Motor_Area_R,0.38,0.4
21,Olfactory_L,0.0,0.0
22,Olfactory_R,0.0,0.0
23,Frontal_Sup_Medial_L,0.7,0.7368421052631579
24,Frontal_Sup_Medial_R,0.68,0.7157894736842106
25,Frontal_Med_Orb_L,0.1,0.10526315789473685
26,Frontal_Med_Orb_R,0.1,0.10526315789473685
27,Rectus_L,0.1,0.10526315789473685
28,Rectus_R,0.1,0.10526315789473685
29,Insula_L,0.45,0.4736842105263158
30,Insula_R,0.43,0.45263157894736844
31,Cingulum_Ant_L,0.75,0.7894736842105263
32,Cingulum_Ant_R,0.73,0.768421052631579
33,Cingulum_Mid_L,0.5,0.5263157894736842
34,Cingulum_Mid_R,0.48,0.5052631578947369
35,Cingulum_Post_L,0.42,0.4421052631578947
36,Cingulum_Post_R,0.42,0.4421052631578947
37,Hippocampus_L,0.22,0.23157894736842105
38,Hippocampus_R,0.22,0.23157894736842105
39,ParaHippocampal_L,0.18,0.18947368421052632
40,ParaHippocampal_R,0.18,0.18947368421052632
41,Amygdala_L,0.12,0.12631578947368421
42,Amygdala_R,0.12,0.12631578947368421
43,Calcarine_L,0.0,0.0
44,Calcarine_R,0.0,0.0
45,Cuneus_L,0.05,0.052631578947368425
46,Cuneus_R,0.05,0.052631578947368425
47,Lingual_L,0.05,0.052631578947368425
48,Lingual_R,0.05,0.052631578947368425
49,Occipital_Sup_L,0.05,0.052631578947368425
50,Occipital_Sup_R,0.05,0.052631578947368425
51,Occipital_Mid_L,0.05,0.052631578947368425
52,Occipital_Mid_R,0.05,0.052631578947368425
53,Occipital_Inf_L,0.05,0.052631578947368425
54,Occipital_Inf_R,0.05,0.052631578947368425
55,Fusiform_L,0.08,0.08421052631578949
