roi_index,roi_label,raw_score,prior_score
1,Precentral_L,4.04399039082967,0.0
2,Precentral_R,4.060300452342363,0.0
3,Frontal_Sup_L,4.141683628718289,0.0
4,Frontal_Sup_R,4.148826384603571,0.0
5,Frontal_Sup_Orb_L,0.0,0.0
6,Frontal_Sup_Orb_R,0.0,0.0
7,Frontal_Mid_L,4.582676436632302,0.6081151784146815
8,Frontal_Mid_R,4.430152148619735,0.5878754045838466
9,Frontal_Mid_Orb_L,0.0,0.0
10,Frontal_Mid_Orb_R,0.0,0.0
11,Frontal_Inf_Oper_L,3.832399694488306,0.0
12,Frontal_Inf_Oper_R,4.588604712705386,0.6089018529075734
13,Frontal_Inf_Tri_L,3.504918431847671,0.0
14,Frontal_Inf_Tri_R,4.55415085181838,0.6043298705627379
15,Frontal_Inf_Orb_L,0.0,0.0
16,Frontal_Inf_Orb_R,0.0,0.0
17,Rolandic_Oper_L,0.0,0.0
18,Rolandic_Oper_R,3.2875976425885285,0.0
19,Supp_Motor_Area_L,3.499767182870555,0.0
20,Supp_Motor_Area_R,0.0,0.0
21,Olfactory_L,0.0,0.0
22,Olfactory_R,0.0,0.0
23,Frontal_Sup_Medial_L,0.0,0.0
24,Frontal_Sup_Medial_R,0.0,0.0
25,Frontal_Med_Orb_L,0.0,0.0
26,Frontal_Med_Orb_R,0.0,0.0
27,Rectus_L,0.0,0.0
28,Rectus_R,0.0,0.0
29,Insula_L,0.0,0.0
30,Insula_R,0.0,0.0
31,Cingulum_Ant_L,0.0,0.0
32,Cingulum_Ant_R,0.0,0.0
33,Cingulum_Mid_L,0.0,0.0
34,Cingulum_Mid_R,0.0,0.0
35,Cingulum_Post_L,0.0,0.0
36,Cingulum_Post_R,0.0,0.0
37,Hippocampus_L,3.6557805846060356,0.0
38,Hippocampus_R,3.4771308252434507,0.0
39,ParaHippocampal_L,3.737978736208349,0.0
40,ParaHippocampal_R,3.909751554443523,0.0
41,Amygdala_L,0.0,0.0
42,Amygdala_R,0.0,0.0
43,Calcarine_L,5.141581757510208,0.6822811845951989
44,Calcarine_R,5.457671698861468,0.7242259070162225
45,Cuneus_L,3.9061848772339194,0.0
46,Cuneus_R,4.597064426684437,0.6100244459046665
47,Lingual_L,4.711143812559805,0.6251626314288485
48,Lingual_R,4.833989271313765,0.6414640633760048
49,Occipital_Sup_L,5.003524978259535,0.663961230283287
50,Occipital_Sup_R,5.194347859224201,0.689283177382984
51,Occipital_Mid_L,6.634625498327103,0.8804061391676004
52,Occipital_Mid_R,6.083826049488469,0.807315771620866
53,Occipital_Inf_L,7.535869189417463,1.0
54,Occipital_Inf_R,6.270628955407251,0.8321042732818433
55,Fusiform_L,6.413954802050554,0.8511234259556415
56,Fusiform_R,5.8072069682906955,0.7706087807954113
57,Postcentral_L,3.8350348416753626,0.0
58,Postcentral_R,4.203243176985602,0.0
59,Parietal_Sup_L,5.3461205319128995,0.7094232128419103
60,Parietal_Sup_R,5.342220639394911,0.7089057021978211
61,Parietal_Inf_L,4.671640637553343,0.6199206116944911
62,Parietal_Inf_R,5.2302193305827105,0.6940432747860658
63,SupraMarginal_L,3.352152917650147,0.0
64,SupraMarginal_R,4.579236962525673,0.6076587646924982
65,Angular_L,0.0,0.0
66,Angular_R,5.346702992940376,0.709500504659594
67,Precuneus_L,4.074862935023233,0.0
68,Precuneus_R,3.7428778364118536,0.0
69,Paracentral_Lobule_L,0.0,0.0
70,Paracentral_Lobule_R,0.0,0.0
71,Caudate_L,0.0,0.0
72,Caudate_R,0.0,0.0
73,Putamen_L,0.0,0.0
74,Putamen_R,0.0,0.0
75,Pallidum_L,0.0,0.0
76,Pallidum_R,0.0,0.0
77,Thalamus_L,3.816883103191464,0.0
78,Thalamus_R,3.6780569454555434,0.0
79,Heschl_L,0.0,0.0
80,Heschl_R,3.529161614629434,0.0
81,Temporal_Sup_L,3.5776760424965706,0.0
82,Temporal_Sup_R,3.61178199399421,0.0
83,Temporal_Pole_Sup_L,0.0,0.0
84,Temporal_Pole_Sup_R,0.0,0.0
85,Temporal_Mid_L,5.780510730369762,0.7670662248871395
86,Temporal_Mid_R,6.399855971030139,0.8492525294915396
87,Temporal_Pole_Mid_L,3.8014761236980896,0.0
88,Temporal_Pole_Mid_R,0.0,0.0
89,Temporal_Inf_L,6.15566721251265,0.8168490001335195
90,Temporal_Inf_R,6.8519446373897495,0.909244105114226
91,Cerebelum_Crus1_L,4.436138371464505,0.5886697685376658
92,Cerebelum_Crus1_R,4.090991705348047,0.0
93,Cerebelum_Crus2_L,3.4059915596879966,0.0
94,Cerebelum_Crus2_R,0.0,0.0
95,Cerebelum_3_L,0.0,0.0
96,Cerebelum_3_R,0.0,0.0
97,Cerebelum_4_5_L,3.83078548091138,0.0
98,Cerebelum_4_5_R,3.941422024034899,0.0
99,Cerebelum_6_L,4.436712516123134,0.5887459567840642
100,Cerebelum_6_R,4.23755590511454,0.5623181345909365
101,Cerebelum_7b_L,0.0,0.0
102,Cerebelum_7b_R,0.0,0.0
103,Cerebelum_8_L,0.0,0.0
104,Cerebelum_8_R,0.0,0.0
105,Cerebelum_9_L,0.0,0.0
106,Cerebelum_9_R,0.0,0.0
107,Cerebelum_10_L,0.0,0.0
108,Cerebelum_10_R,3.40378216743192,0.0
109,Vermis_1_2,0.0,0.0
110,Vermis_3,0.0,0.0
111,Vermis_4_5,0.0,0.0
112,Vermis_6,3.741433949007232,0.0
113,Vermis_7,3.727270374158006,0.0
114,Vermis_8,0.0,0.0
115,Vermis_9,0.0,0.0
116,Vermis_10,0.0,0.0
