target,prior_type,lifting,seed,fold,residual_pearson,residual_spearman,n_trainval
fluid_intelligence,matched,prod,0,0,-0.017855954938870662,-0.03403448689421485,329
fluid_intelligence,matched,mean,0,0,-0.02299899352626371,-0.025959072037387253,329
fluid_intelligence,matched,max,0,0,-0.02155369602161218,-0.025167623240931945,329
fluid_intelligence,matched,bridge,0,0,-0.017743343372382148,-0.024461966731457202,329
fluid_intelligence,unrelated,prod,0,0,-0.036334812334933804,-0.06084334760358226,329
fluid_intelligence,unrelated,mean,0,0,-0.03645742744340452,-0.04490768633843053,329
fluid_intelligence,unrelated,max,0,0,-0.025151719831050155,-0.036577202994510075,329
fluid_intelligence,unrelated,bridge,0,0,-0.02006644913649245,-0.034500403623154985,329
fluid_intelligence,shuffled,prod,0,0,-0.02232876432685338,-0.02633592809873868,329
fluid_intelligence,shuffled,mean,0,0,-0.03512877502076238,-0.03256940864594668,329
fluid_intelligence,shuffled,max,0,0,-0.0387401114512196,-0.033745624022271534,329
fluid_intelligence,shuffled,bridge,0,0,-0.03430748857723644,-0.02921674734498171,329
fluid_intelligence,random,prod,0,0,-0.028072915041086336,-0.03573587856619217,329
fluid_intelligence,random,mean,0,0,-0.025288876051959112,-0.029551809684454942,329
fluid_intelligence,random,max,0,0,-0.008485269005066989,-0.008740974909391134,329
fluid_intelligence,random,bridge,0,0,0.010383644439260348,0.014647410965676379,329
fluid_intelligence,matched,prod,0,1,0.008143211427625665,-0.005427248031036101,329
fluid_intelligence,matched,mean,0,1,-0.0027685532814322508,-0.01168559936102508,329
fluid_intelligence,matched,max,0,1,-0.011934997951082006,-0.019041895728630635,329
fluid_intelligence,matched,bridge,0,1,-0.01713660923386315,-0.028030426770296536,329
fluid_intelligence,unrelated,prod,0,1,0.010354772055167789,-0.022436401189351404,329
fluid_intelligence,unrelated,mean,0,1,0.003266270036782451,-0.013392133203024242,329
fluid_intelligence,unrelated,max,0,1,0.00468538101443077,-0.009271600601842156,329
fluid_intelligence,unrelated,bridge,0,1,-0.007208172617041719,-0.01813840785822047,329
fluid_intelligence,shuffled,prod,0,1,-0.03625503674229405,-0.044988994964796886,329
fluid_intelligence,shuffled,mean,0,1,-0.05092427089950294,-0.048278773425927186,329
fluid_intelligence,shuffled,max,0,1,-0.04756658410605138,-0.04355835521825399,329
fluid_intelligence,shuffled,bridge,0,1,-0.044069812087195716,-0.04216879964421962,329
fluid_intelligence,random,prod,0,1,-0.013572774285426345,-0.016565831615320666,329
fluid_intelligence,random,mean,0,1,-0.012486830988987717,-0.016724883049230706,329
fluid_intelligence,random,max,0,1,-0.00676753636928117,-0.009486833168445008,329
fluid_intelligence,random,bridge,0,1,0.00439922284947581,0.001665672795095636,329
fluid_intelligence,matched,prod,0,2,0.006384694310141557,-0.0055317576539690065,330
fluid_intelligence,matched,mean,0,2,0.0044806151080801935,-5.42345600995124e-05,330
fluid_intelligence,matched,max,0,2,0.0031640097803318154,-0.003455285597279381,330
fluid_intelligence,matched,bridge,0,2,-0.0007785894653702377,-0.011040033768061204,330
fluid_intelligence,unrelated,prod,0,2,-0.007884292374909195,-0.03509013552109722,330
fluid_intelligence,unrelated,mean,0,2,-0.00875473317238091,-0.0236193356629032,330
fluid_intelligence,unrelated,max,0,2,-0.001700380902525671,-0.01976649229546782,330
fluid_intelligence,unrelated,bridge,0,2,-0.005885506717406094,-0.023109844883654675,330
fluid_intelligence,shuffled,prod,0,2,-0.034141096831364674,-0.03652568434186296,330
fluid_intelligence,shuffled,mean,0,2,-0.03958620049080332,-0.0367173780961276,330
fluid_intelligence,shuffled,max,0,2,-0.034028895055019714,-0.033678945779367093,330
fluid_intelligence,shuffled,bridge,0,2,-0.025574427747093488,-0.027924651440319154,330
fluid_intelligence,random,prod,0,2,0.01646815859239665,0.009846814520717595,330
fluid_intelligence,random,mean,0,2,0.017656789666096295,0.012366670060105108,330
fluid_intelligence,random,max,0,2,0.018965731161218167,0.01530388889659303,330
fluid_intelligence,random,bridge,0,2,0.0006471253819204208,0.004558241374642885,330
fluid_intelligence,matched,prod,0,3,-0.01717243191671175,-0.030303180652525095,330
fluid_intelligence,matched,mean,0,3,-0.022545024524548807,-0.02428895938122569,330
fluid_intelligence,matched,max,0,3,-0.02019895174317872,-0.022561145052966313,330
fluid_intelligence,matched,bridge,0,3,-0.017875622347229905,-0.019885621178678165,330
fluid_intelligence,unrelated,prod,0,3,-0.03247979531339485,-0.0666518067858835,330
fluid_intelligence,unrelated,mean,0,3,-0.03887169694766144,-0.04991440404986023,330
fluid_intelligence,unrelated,max,0,3,-0.028999784229218145,-0.04020208066203778,330
fluid_intelligence,unrelated,bridge,0,3,-0.02933779503703053,-0.04376173462606225,330
fluid_intelligence,shuffled,prod,0,3,-0.011389079935890594,-0.03470691300703344,330
fluid_intelligence,shuffled,mean,0,3,-0.030353045093166095,-0.03635158752864522,330
fluid_intelligence,shuffled,max,0,3,-0.033023659971433424,-0.033615766146851085,330
fluid_intelligence,shuffled,bridge,0,3,-0.041163004219012825,-0.038900780230442446,330
fluid_intelligence,random,prod,0,3,-0.008495891615848114,-0.019003703840441935,330
fluid_intelligence,random,mean,0,3,-0.0072510453208027535,-0.016418457068428222,330
fluid_intelligence,random,max,0,3,-0.0011665941401037844,-0.008498277192311098,330
fluid_intelligence,random,bridge,0,3,0.00410313717892882,0.0072514756433386665,330
fluid_intelligence,matched,prod,0,4,0.0275543396038574,-0.002583173631882767,330
fluid_intelligence,matched,mean,0,4,0.014019874121526447,0.00041629694063361676,330
fluid_intelligence,matched,max,0,4,0.0010617078879431663,-0.00652230855427549,330
fluid_intelligence,matched,bridge,0,4,-0.013478474565094854,-0.018346187997533837,330
fluid_intelligence,unrelated,prod,0,4,0.015448465567737848,-0.024726357346739093,330
fluid_intelligence,unrelated,mean,0,4,0.004795990396530777,-0.010142038004285764,330
fluid_intelligence,unrelated,max,0,4,0.0003656672323178473,-0.006877394385863557,330
fluid_intelligence,unrelated,bridge,0,4,-0.010893756186239867,-0.01600220364626907,330
fluid_intelligence,shuffled,prod,0,4,-0.023067122675904703,-0.03827457108521713,330
fluid_intelligence,shuffled,mean,0,4,-0.03564013268897699,-0.02934139976194545,330
fluid_intelligence,shuffled,max,0,4,-0.0336547821486211,-0.02630806410868705,330
fluid_intelligence,shuffled,bridge,0,4,-0.03420450185745627,-0.0290199181787251,330
fluid_intelligence,random,prod,0,4,-0.011018586753995132,-0.023210458603727814,330
fluid_intelligence,random,mean,0,4,-0.012428203413296464,-0.022199305858788466,330
fluid_intelligence,random,max,0,4,-0.008073278187478427,-0.014406122578682477,330
fluid_intelligence,random,bridge,0,4,-0.0018999642856784957,0.006085894123334423,330
fluid_intelligence,matched,prod,1,0,0.005746854687742118,-0.009362560426742285,329
fluid_intelligence,matched,mean,1,0,-0.005607015358232823,-0.01171917125076606,329
fluid_intelligence,matched,max,1,0,-0.013249054871327558,-0.019749633067455283,329
fluid_intelligence,matched,bridge,1,0,-0.019045690318901232,-0.03233081949009963,329
fluid_intelligence,unrelated,prod,1,0,-0.010295074508481342,-0.03747532252928351,329
fluid_intelligence,unrelated,mean,1,0,-0.015009345217202121,-0.026071841408074607,329
fluid_intelligence,unrelated,max,1,0,-0.009346240440594868,-0.022358263660746728,329
fluid_intelligence,unrelated,bridge,1,0,-0.014177444130682844,-0.02891639599137985,329
fluid_intelligence,shuffled,prod,1,0,-0.017364987467917255,-0.030244102829807266,329
fluid_intelligence,shuffled,mean,1,0,-0.032204937523869784,-0.03119182309839498,329
fluid_intelligence,shuffled,max,1,0,-0.032338645511010525,-0.028542332160662896,329
fluid_intelligence,shuffled,bridge,1,0,-0.03597774477681103,-0.03394847092233826,329
fluid_intelligence,random,prod,1,0,-0.02084104290697001,-0.030502754081328128,329
fluid_intelligence,random,mean,1,0,-0.026523707322331936,-0.0341889553846814,329
fluid_intelligence,random,max,1,0,-0.025562953788002808,-0.030622644733766413,329
fluid_intelligence,random,bridge,1,0,-0.010796874759079946,-0.004220671838263744,329
fluid_intelligence,matched,prod,1,1,-0.023032948234182202,-0.03917015237682651,329
fluid_intelligence,matched,mean,1,1,-0.036039308505279664,-0.03828417423695051,329
fluid_intelligence,matched,max,1,1,-0.0384007260762082,-0.04143313395070844,329
fluid_intelligence,matched,bridge,1,1,-0.03501393751348731,-0.04083267215250458,329
fluid_intelligence,unrelated,prod,1,1,-0.03883224815326069,-0.06425201735588634,329
fluid_intelligence,unrelated,mean,1,1,-0.04559031802306126,-0.05100747655190765,329
fluid_intelligence,unrelated,max,1,1,-0.037501765489353335,-0.04490387866447351,329
fluid_intelligence,unrelated,bridge,1,1,-0.033471609077766695,-0.04326739194395169,329
fluid_intelligence,shuffled,prod,1,1,0.009080167701601891,0.004463244554670871,329
fluid_intelligence,shuffled,mean,1,1,0.0013655333655454224,0.0032202241794222573,329
fluid_intelligence,shuffled,max,1,1,-0.001982897562043867,0.0016561762258853507,329
fluid_intelligence,shuffled,bridge,1,1,-0.010635004773476942,-0.006021056106426504,329
fluid_intelligence,random,prod,1,1,0.00298157845829255,-0.005104509098228474,329
fluid_intelligence,random,mean,1,1,0.007005960352563355,-0.00242549513804606,329
fluid_intelligence,random,max,1,1,0.014360494719880495,0.008650340560917734,329
fluid_intelligence,random,bridge,1,1,0.00921336622239655,0.010709807713542165,329
fluid_intelligence,matched,prod,1,2,0.02781544693266449,0.011129438318649999,330
fluid_intelligence,matched,mean,1,2,0.021703427835764774,0.01616842265502436,330
fluid_intelligence,matched,max,1,2,0.012429986258340148,0.010029251129018986,330
fluid_intelligence,matched,bridge,1,2,0.0007627393535816272,0.0001829117773053671,330
fluid_intelligence,unrelated,prod,1,2,0.02604617080421458,0.011694664601413888,330
fluid_intelligence,unrelated,mean,1,2,0.028051046524734502,0.021016963836255797,330
fluid_intelligence,unrelated,max,1,2,0.027111137027527342,0.021605597871457646,330
fluid_intelligence,unrelated,bridge,1,2,0.017863091899195504,0.01694706169865362,330
fluid_intelligence,shuffled,prod,1,2,-0.029470242726894157,-0.051767317172894185,330
fluid_intelligence,shuffled,mean,1,2,-0.04390222646539175,-0.041911943769432906,330
fluid_intelligence,shuffled,max,1,2,-0.0410111360471487,-0.03874992424906477,330
fluid_intelligence,shuffled,bridge,1,2,-0.040595189596984764,-0.037024802867329204,330
fluid_intelligence,random,prod,1,2,-0.006073277808645264,-0.001845637255332854,330
fluid_intelligence,random,mean,1,2,-0.00604466040241416,-0.005641390937253458,330
fluid_intelligence,random,max,1,2,-0.009770272000395382,-0.01579291592632787,330
fluid_intelligence,random,bridge,1,2,0.0008764612307132827,-0.003210188337282186,330
fluid_intelligence,matched,prod,1,3,-0.009049653645696567,-0.022704719625417813,330
fluid_intelligence,matched,mean,1,3,-0.011849171052812779,-0.01508928681562688,330
fluid_intelligence,matched,max,1,3,-0.011153203504969705,-0.014344653405990743,330
fluid_intelligence,matched,bridge,1,3,-0.009359766622553563,-0.018060218758728964,330
fluid_intelligence,unrelated,prod,1,3,-0.014656107704159912,-0.04267194723175686,330
fluid_intelligence,unrelated,mean,1,3,-0.019553500085604435,-0.028996054073004655,330
fluid_intelligence,unrelated,max,1,3,-0.014516580005840753,-0.02253244906477642,330
fluid_intelligence,unrelated,bridge,1,3,-0.016891491236000034,-0.02751730469855757,330
fluid_intelligence,shuffled,prod,1,3,-0.03765112392495487,-0.052112461011555165,330
fluid_intelligence,shuffled,mean,1,3,-0.048097055492329184,-0.04710057349118557,330
fluid_intelligence,shuffled,max,1,3,-0.04187514440836765,-0.0394317270129211,330
fluid_intelligence,shuffled,bridge,1,3,-0.03665495450091016,-0.03576594085021073,330
fluid_intelligence,random,prod,1,3,-0.005418115203901976,-0.0192937362986592,330
fluid_intelligence,random,mean,1,3,-0.0037569221825983646,-0.018241802922633953,330
