roi_index,roi_label,raw_score,prior_score
1,Precentral_L,5.331641584938034,0.88639295
2,Precentral_R,4.594329826502359,0.7477538
3,Frontal_Sup_L,5.018087407409741,0.8266259
4,Frontal_Sup_R,5.539025647319347,0.8532059
5,Frontal_Sup_Orb_L,0.0,0.0
6,Frontal_Sup_Orb_R,3.5688048675080144,0.0
7,Frontal_Mid_L,5.122007986156728,0.0
8,Frontal_Mid_R,5.831292651954954,0.0
9,Frontal_Mid_Orb_L,3.675754181100502,0.70328707
10,Frontal_Mid_Orb_R,3.6133930882363017,0.0
11,Frontal_Inf_Oper_L,4.848936266997175,0.705523
12,Frontal_Inf_Oper_R,4.143747006209511,0.0
13,Frontal_Inf_Tri_L,5.7187844500538,0.0
14,Frontal_Inf_Tri_R,5.852972733537222,0.0
15,Frontal_Inf_Orb_L,3.950629992897303,0.0
16,Frontal_Inf_Orb_R,4.249840330311625,0.8030288
17,Rolandic_Oper_L,0.0,0.0
18,Rolandic_Oper_R,4.1067779348104985,0.0
19,Supp_Motor_Area_L,5.7802458182780425,0.0
20,Supp_Motor_Area_R,5.088389517922128,0.0
21,Olfactory_L,0.0,0.92499465
22,Olfactory_R,0.0,0.0
23,Frontal_Sup_Medial_L,5.412471029723249,0.0
24,Frontal_Sup_Medial_R,5.539593650005645,0.0
25,Frontal_Med_Orb_L,0.0,0.0
26,Frontal_Med_Orb_R,0.0,0.0
27,Rectus_L,0.0,0.0
28,Rectus_R,0.0,0.0
29,Insula_L,4.6726763310201616,0.0
30,Insula_R,5.092567915416598,0.0
31,Cingulum_Ant_L,0.0,0.0
32,Cingulum_Ant_R,0.0,0.0
33,Cingulum_Mid_L,4.379382788717789,0.0
34,Cingulum_Mid_R,5.165544190435035,0.0
35,Cingulum_Post_L,0.0,0.0
36,Cingulum_Post_R,0.0,0.0
37,Hippocampus_L,0.0,0.0
38,Hippocampus_R,0.0,0.7615745
39,ParaHippocampal_L,0.0,0.9331635
40,ParaHippocampal_R,0.0,0.0
41,Amygdala_L,0.0,0.0
42,Amygdala_R,0.0,0.0
43,Calcarine_L,0.0,0.0
44,Calcarine_R,0.0,0.0
45,Cuneus_L,4.349775583425856,0.0
46,Cuneus_R,3.615063072654947,0.7759601
47,Lingual_L,0.0,0.8149477
48,Lingual_R,0.0,0.0
49,Occipital_Sup_L,4.217994006623438,0.0
50,Occipital_Sup_R,4.172957258925227,0.0
51,Occipital_Mid_L,4.408778507834741,0.0
52,Occipital_Mid_R,4.170348513610372,0.0
53,Occipital_Inf_L,0.0,0.93310106
54,Occipital_Inf_R,0.0,0.0
55,Fusiform_L,0.0,0.0
56,Fusiform_R,0.0,0.0
57,Postcentral_L,4.300876276499862,0.0
58,Postcentral_R,3.6543267788278135,0.0
59,Parietal_Sup_L,5.21610253340243,0.0
60,Parietal_Sup_R,4.333119429024333,0.0
61,Parietal_Inf_L,6.168796600220032,0.0
62,Parietal_Inf_R,6.248950444996892,0.73521626
63,SupraMarginal_L,4.139773780166388,0.0
64,SupraMarginal_R,5.830902127642059,0.0
65,Angular_L,4.836110632959934,0.0
66,Angular_R,5.697625873523264,0.0
67,Precuneus_L,4.71160916408437,0.0
68,Precuneus_R,4.805009975416482,0.0
69,Paracentral_Lobule_L,0.0,0.0
70,Paracentral_Lobule_R,0.0,0.70081896
71,Caudate_L,3.899190177149176,1.0
72,Caudate_R,3.6535614573872928,0.0
73,Putamen_L,3.5150116861876017,0.7535693
74,Putamen_R,4.709017389479143,0.88648385
75,Pallidum_L,3.5202384130782893,0.0
76,Pallidum_R,0.0,0.0
77,Thalamus_L,3.921892551859416,0.0
78,Thalamus_R,0.0,0.0
79,Heschl_L,0.0,0.98717326
80,Heschl_R,0.0,0.0
81,Temporal_Sup_L,0.0,0.0
82,Temporal_Sup_R,0.0,0.0
83,Temporal_Pole_Sup_L,0.0,0.0
84,Temporal_Pole_Sup_R,0.0,0.0
85,Temporal_Mid_L,0.0,0.0
86,Temporal_Mid_R,0.0,0.0
87,Temporal_Pole_Mid_L,0.0,0.76893073
88,Temporal_Pole_Mid_R,0.0,0.0
89,Temporal_Inf_L,3.637537411006887,0.0
90,Temporal_Inf_R,3.7208557604045223,0.83471656
91,Cerebelum_Crus1_L,4.39480583468887,0.0
92,Cerebelum_Crus1_R,4.759041397818042,0.0
93,Cerebelum_Crus2_L,3.980228487039719,0.0
94,Cerebelum_Crus2_R,3.679065463755412,0.0
95,Cerebelum_3_L,0.0,0.0
96,Cerebelum_3_R,0.0,0.81965894
97,Cerebelum_4_5_L,3.9539909632449977,0.0
98,Cerebelum_4_5_R,0.0,0.0
99,Cerebelum_6_L,4.087967740233078,0.7502886
100,Cerebelum_6_R,4.688516425202279,0.0
101,Cerebelum_7b_L,3.999917299697551,0.86614084
102,Cerebelum_7b_R,4.05477203197436,0.8142791
103,Cerebelum_8_L,3.793551037298252,0.0
104,Cerebelum_8_R,4.112255916984862,0.77390766
105,Cerebelum_9_L,3.885963469383336,0.0
106,Cerebelum_9_R,0.0,0.91515917
107,Cerebelum_10_L,0.0,0.0
108,Cerebelum_10_R,0.0,0.0
109,Vermis_1_2,0.0,0.0
110,Vermis_3,0.0,0.93663293
111,Vermis_4_5,0.0,0.7539841
112,Vermis_6,3.801294199794386,0.0
113,Vermis_7,4.09433014325352,0.0
114,Vermis_8,0.0,0.91177326
115,Vermis_9,0.0,0.0
116,Vermis_10,0.0,0.0
