roi_index,roi_label,raw_score,prior_score
1,Precentral_L,5.331641584938034,0.65958846
2,Precentral_R,4.594329826502359,0.5515453
3,Frontal_Sup_L,5.018087407409741,0.7852439
4,Frontal_Sup_R,5.539025647319347,0.66205776
5,Frontal_Sup_Orb_L,0.0,0.39636308
6,Frontal_Sup_Orb_R,3.5688048675080144,0.81627333
7,Frontal_Mid_L,5.122007986156728,0.14973868
8,Frontal_Mid_R,5.831292651954954,0.0011331211
9,Frontal_Mid_Orb_L,3.675754181100502,0.070496865
10,Frontal_Mid_Orb_R,3.6133930882363017,0.7218517
11,Frontal_Inf_Oper_L,4.848936266997175,0.45352465
12,Frontal_Inf_Oper_R,4.143747006209511,0.14386584
13,Frontal_Inf_Tri_L,5.7187844500538,0.49387178
14,Frontal_Inf_Tri_R,5.852972733537222,0.13463633
15,Frontal_Inf_Orb_L,3.950629992897303,0.6950285
16,Frontal_Inf_Orb_R,4.249840330311625,0.43733022
17,Rolandic_Oper_L,0.0,0.3702335
18,Rolandic_Oper_R,4.1067779348104985,0.28832978
19,Supp_Motor_Area_L,5.7802458182780425,0.6270018
20,Supp_Motor_Area_R,5.088389517922128,0.3504464
21,Olfactory_L,0.0,0.06802671
22,Olfactory_R,0.0,0.09929692
23,Frontal_Sup_Medial_L,5.412471029723249,0.9686042
24,Frontal_Sup_Medial_R,5.539593650005645,0.9136815
25,Frontal_Med_Orb_L,0.0,0.69851726
26,Frontal_Med_Orb_R,0.0,0.25161424
27,Rectus_L,0.0,0.9761021
28,Rectus_R,0.0,0.7799416
29,Insula_L,4.6726763310201616,0.7162179
30,Insula_R,5.092567915416598,0.440632
31,Cingulum_Ant_L,0.0,0.2581777
32,Cingulum_Ant_R,0.0,0.07703101
33,Cingulum_Mid_L,4.379382788717789,0.9075231
34,Cingulum_Mid_R,5.165544190435035,0.44724
35,Cingulum_Post_L,0.0,0.186195
36,Cingulum_Post_R,0.0,0.2929082
37,Hippocampus_L,0.0,0.57440096
38,Hippocampus_R,0.0,0.1598337
39,ParaHippocampal_L,0.0,0.86015
40,ParaHippocampal_R,0.0,0.7591009
41,Amygdala_L,0.0,0.7188681
42,Amygdala_R,0.0,0.42284346
43,Calcarine_L,0.0,0.62393856
44,Calcarine_R,0.0,0.5794263
45,Cuneus_L,4.349775583425856,0.6471551
46,Cuneus_R,3.615063072654947,0.064724565
47,Lingual_L,0.0,0.40606734
48,Lingual_R,0.0,0.0206045
49,Occipital_Sup_L,4.217994006623438,0.4866054
50,Occipital_Sup_R,4.172957258925227,0.31753272
51,Occipital_Mid_L,4.408778507834741,0.12661386
52,Occipital_Mid_R,4.170348513610372,0.08425419
53,Occipital_Inf_L,0.0,0.5830797
54,Occipital_Inf_R,0.0,0.15346776
55,Fusiform_L,0.0,0.930719
56,Fusiform_R,0.0,0.576298
57,Postcentral_L,4.300876276499862,0.33505353
58,Postcentral_R,3.6543267788278135,0.58644915
59,Parietal_Sup_L,5.21610253340243,0.0012276844
60,Parietal_Sup_R,4.333119429024333,0.9651652
61,Parietal_Inf_L,6.168796600220032,0.47456604
62,Parietal_Inf_R,6.248950444996892,0.78404593
63,SupraMarginal_L,4.139773780166388,0.06295862
64,SupraMarginal_R,5.830902127642059,0.4790521
65,Angular_L,4.836110632959934,0.48322266
66,Angular_R,5.697625873523264,0.943808
