roi_index,roi_label,raw_score,prior_score
1,Precentral_L,0.3,0.37499999999999994
2,Precentral_R,0.3,0.37499999999999994
3,Frontal_Sup_L,0.7,0.8749999999999999
4,Frontal_Sup_R,0.7,0.8749999999999999
5,Frontal_Sup_Orb_L,0.4,0.5
6,Frontal_Sup_Orb_R,0.4,0.5
7,Frontal_Mid_L,0.8,1.0
8,Frontal_Mid_R,0.8,1.0
9,Frontal_Mid_Orb_L,0.5,0.625
10,Frontal_Mid_Orb_R,0.5,0.625
11,Frontal_Inf_Oper_L,0.6,0.7499999999999999
12,Frontal_Inf_Oper_R,0.6,0.7499999999999999
13,Frontal_Inf_Tri_L,0.6,0.7499999999999999
14,Frontal_Inf_Tri_R,0.6,0.7499999999999999
15,Frontal_Inf_Orb_L,0.3,0.37499999999999994
16,Frontal_Inf_Orb_R,0.3,0.37499999999999994
17,Rolandic_Oper_L,0.2,0.25
18,Rolandic_Oper_R,0.2,0.25
19,Supp_Motor_Area_L,0.7,0.8749999999999999
20,Supp_Motor_Area_R,0.7,0.8749999999999999
21,Olfactory_L,0.0,0.0
22,Olfactory_R,0.0,0.0
23,Frontal_Sup_Medial_L,0.5,0.625
24,Frontal_Sup_Medial_R,0.5,0.625
25,Frontal_Med_Orb_L,0.4,0.5
26,Frontal_Med_Orb_R,0.4,0.5
27,Rectus_L,0.3,0.37499999999999994
28,Rectus_R,0.3,0.37499999999999994
29,Insula_L,0.5,0.625
30,Insula_R,0.5,0.625
31,Cingulum_Ant_L,0.7,0.8749999999999999
32,Cingulum_Ant_R,0.7,0.8749999999999999
33,Cingulum_Mid_L,0.6,0.7499999999999999
34,Cingulum_Mid_R,0.6,0.7499999999999999
35,Cingulum_Post_L,0.4,0.5
36,Cingulum_Post_R,0.4,0.5
37,Hippocampus_L,0.0,0.0
38,Hippocampus_R,0.0,0.0
39,ParaHippocampal_L,0.0,0.0
40,ParaHippocampal_R,0.0,0.0
41,Amygdala_L,0.0,0.0
42,Amygdala_R,0.0,0.0
43,Calcarine_L,0.0,0.0
44,Calcarine_R,0.0,0.0
45,Cuneus_L,0.0,0.0
46,Cuneus_R,0.0,0.0
47,Lingual_L,0.0,0.0
48,Lingual_R,0.0,0.0
49,Occipital_Sup_L,0.0,0.0
50,Occipital_Sup_R,0.0,0.0
51,Occipital_Mid_L,0.0,0.0
52,Occipital_Mid_R,0.0,0.0
53,Occipital_Inf_L,0.0,0.0
54,Occipital_Inf_R,0.0,0.0
55,Fusiform_L,0.0,0.0
56,Fusiform_R,0.0,0.0
57,Postcentral_L,0.2,0.25
58,Postcentral_R,0.2,0.25
59,Parietal_Sup_L,0.7,0.8749999999999999
60,Parietal_Sup_R,0.7,0.8749999999999999
61,Parietal_Inf_L,0.7,0.8749999999999999
62,Parietal_Inf_R,0.7,0.8749999999999999
63,SupraMarginal_L,0.7,0.8749999999999999
64,SupraMarginal_R,0.7,0.8749999999999999
65,Angular_L,0.7,0.8749999999999999
66,Angular_R,0.7,0.8749999999999999
67,Precuneus_L,0.4,0.5
68,Precuneus_R,0.4,0.5
69,Paracentral_Lobule_L,0.2,0.25
70,Paracentral_Lobule_R,0.2,0.25
71,Caudate_L,0.2,0.25
72,Caudate_R,0.2,0.25
73,Putamen_L,0.2,0.25
74,Putamen_R,0.2,0.25
75,Pallidum_L,0.1,0.125
76,Pallidum_R,0.1,0.125
77,Thalamus_L,0.3,0.37499999999999994
78,Thalamus_R,0.3,0.37499999999999994
79,Heschl_L,0.0,0.0
80,Heschl_R,0.0,0.0
81,Temporal_Sup_L,0.2,0.25
82,Temporal_Sup_R,0.2,0.25
83,Temporal_Pole_Sup_L,0.2,0.25
84,Temporal_Pole_Sup_R,0.2,0.25
85,Temporal_Mid_L,0.2,0.25
86,Temporal_Mid_R,0.2,0.25
87,Temporal_Pole_Mid_L,0.2,0.25
88,Temporal_Pole_Mid_R,0.2,0.25
89,Temporal_Inf_L,0.2,0.25
90,Temporal_Inf_R,0.2,0.25
91,Cerebelum_Crus1_L,0.8,1.0
92,Cerebelum_Crus1_R,0.8,1.0
93,Cerebelum_Crus2_L,0.8,1.0
94,Cerebelum_Crus2_R,0.8,1.0
95,Cerebelum_3_L,0.5,0.625
96,Cerebelum_3_R,0.5,0.625
97,Cerebelum_4_5_L,0.5,0.625
98,Cerebelum_4_5_R,0.5,0.625
99,Cerebelum_6_L,0.5,0.625
100,Cerebelum_6_R,0.5,0.625
101,Cerebelum_7b_L,0.5,0.625
102,Cerebelum_7b_R,0.5,0.625
103,Cerebelum_8_L,0.5,0.625
104,Cerebelum_8_R,0.5,0.625
105,Cerebelum_9_L,0.5,0.625
106,Cerebelum_9_R,0.5,0.625
107,Cerebelum_10_L,0.5,0.625
108,Cerebelum_10_R,0.5,0.625
109,Vermis_1_2,0.5,0.625
110,Vermis_3,0.5,0.625
111,Vermis_4_5,0.5,0.625
112,Vermis_6,0.5,0.625
113,Vermis_7,0.5,0.625
114,Vermis_8,0.5,0.625
115,Vermis_9,0.5,0.625
116,Vermis_10,0.5,0.625
